ba581249-d824-45cf-aace-2ca30b7b3b0e,d7ca5088-cec7-42a1-aa8e-a68c9961fa3e,open,219.51,"Casey Purdy
53305 Dell Well
Suite 577
Westburgh, WV 75491
United States","Orland Hermann
57453 Kuvalis Throughway
Suite 560
Northmouth, MD 71718
United States","{""carrier"":""UPS""}",2016-10-22 18:40:12 -0700
ba581249-d824-45cf-aace-2ca30b7b3b0e,babf134b-16ef-45c8-bbbe-adeb9378b48e,processing,1120.6599999999999,"Dianna Bradtke
4555 Kade Springs
Apt. 488
Southberg, TX 63908-5058
United States","Brooks Schowalter
2877 Koch Summit
Suite 330
Westport, MD 93371
United States","{""carrier"":""UPS""}",2016-10-30 21:00:02 -0700
ba581249-d824-45cf-aace-2ca30b7b3b0e,2b49e823-8df5-408e-8889-4a88b50a2f2f,fulfilled,2337.31,"Mazie Beatty
8965 Rylan Throughway
Apt. 652
Eastfort, HI 81494-2910
United States","Jayne Pagac
920 Josefina Gardens
Suite 522
Eastland, NY 27737
United States","{""carrier"":""UPS""}",2016-11-09 18:14:03 -0800
ba581249-d824-45cf-aace-2ca30b7b3b0e,903a0dab-fb97-46a9-b1f4-abb83d310500,processing,906.49,"Dr. Duane Moen
990 Breitenberg Falls
Apt. 315
Eastmouth, HI 78552
United States","Miss Meredith Wunsch
416 Bins Passage
Suite 963
Northshire, AK 43371-9176
United States","{""carrier"":""UPS""}",2016-10-21 21:36:44 -0700
ba581249-d824-45cf-aace-2ca30b7b3b0e,b6392cea-6dc3-47a4-8682-06b57cfad36a,fulfilled,637.52,"April Barrows
4399 Antone Well
Suite 905
Westberg, PA 74222-3612
United States","Moises King
2346 Tyrel Wells
Apt. 243
Eaststad, IL 32221
United States","{""carrier"":""UPS""}",2016-11-01 21:35:06 -0700
ba581249-d824-45cf-aace-2ca30b7b3b0e,0dde32df-4e65-4f04-99ca-175b037f89ac,processing,1023.7,"Ms. Andy Jacobs
38029 Jaskolski Loaf
Suite 743
Newburgh, NC 20088-8146
United States","Mr. Anika White
5425 Sauer Mission
Suite 298
Lakehaven, AL 69077-7616
United States","{""carrier"":""UPS""}",2016-11-03 20:31:04 -0700
ba581249-d824-45cf-aace-2ca30b7b3b0e,ea64a1df-3eb7-447c-bcc9-59001c571a83,fulfilled,1030.36,"Emmitt Hills
784 Metz Park
Apt. 903
Northhaven, KS 55995
United States","Lonnie Green
32914 Lolita Divide
Apt. 703
Weststad, WA 41592
United States","{""carrier"":""UPS""}",2016-10-22 17:11:16 -0700
ba581249-d824-45cf-aace-2ca30b7b3b0e,2f7f3592-6837-4e8e-8496-2f7a08105426,processing,552.08,"Jaycee Morissette
339 Leffler Views
Suite 148
Westfurt, WA 71832
United States","Lane Ullrich DDS
9819 Shannon Fork
Suite 510
Southburgh, NE 36914
United States","{""carrier"":""UPS""}",2016-10-22 20:44:16 -0700
ba581249-d824-45cf-aace-2ca30b7b3b0e,b02a3107-ba7d-4f0e-848a-aef7c3eb0e84,processing,581.63,"Jaunita Ledner
70982 Serenity Throughway
Apt. 756
Portstad, VA 70240-9269
United States","Nia Douglas
2197 Jenifer Overpass
Apt. 370
Portbury, FL 14872
United States","{""carrier"":""UPS""}",2016-10-24 20:54:13 -0700
ba581249-d824-45cf-aace-2ca30b7b3b0e,86c26b45-618b-4443-a2a0-903622833839,processing,46.08,"Mary Wisoky
9620 Lela Run
Apt. 287
Newmouth, ND 35733
United States","Oran Friesen
1527 Greenholt Fall
Suite 158
Eastton, CA 84484-2895
United States","{""carrier"":""UPS""}",2016-10-30 20:33:00 -0700
